Period [us],Frequency [Hz]
2248,444.839858
2251,444.247001
2244,445.632799
2255,443.45898
2246,445.235975
2250,444.444444
2247,445.037828
2249,444.642063
2249,444.642063
2249,444.642063
2248,444.839858
2246,445.235975
2255,443.45898
2243,445.831476
2250,444.444444
2250,444.444444
2249,444.642063
2251,444.247001
2241,446.229362
2257,443.066017
2247,445.037828
2245,445.434298
2252,444.049734
2245,445.434298
2247,445.037828
2251,444.247001
2249,444.642063
2254,443.655723
2244,445.632799
2249,444.642063
2250,444.444444
2251,444.247001
2244,445.632799
2250,444.444444
2251,444.247001
2243,445.831476
2249,444.642063
2249,444.642063
2246,445.235975
2254,443.655723
2250,444.444444
2244,445.632799
2256,443.262411
2244,445.632799
2250,444.444444
2242,446.03033
2254,443.655723
2251,444.247001
2246,445.235975
2247,445.037828
2251,444.247001
2249,444.642063
2248,444.839858
2247,445.037828
2251,444.247001
2249,444.642063
2249,444.642063
2252,444.049734
2249,444.642063
2244,445.632799
2250,444.444444
2248,444.839858
2249,444.642063
2247,445.037828
2250,444.444444
2248,444.839858
2253,443.852641
2246,445.235975
2246,445.235975
2255,443.45898
2245,445.434298
2251,444.247001
2242,446.03033
2255,443.45898
2248,444.839858
2247,445.037828
2251,444.247001
2249,444.642063
2244,445.632799
2253,443.852641
2251,444.247001
2250,444.444444
2247,445.037828
2245,445.434298
2255,443.45898
2238,446.827525
2257,443.066017
2247,445.037828
2244,445.632799
2253,443.852641
2244,445.632799
2251,444.247001
2244,445.632799
2257,443.066017
2245,445.434298
2247,445.037828
2255,443.45898
2244,445.632799
2247,445.037828
2251,444.247001
2248,444.839858
2251,444.247001
2251,444.247001
2244,445.632799
2249,444.642063
2244,445.632799
2253,443.852641
2250,444.444444
2248,444.839858
2248,444.839858
2253,443.852641
2246,445.235975
2251,444.247001
2242,446.03033
2254,443.655723
2248,444.839858
2249,444.642063
2248,444.839858
2248,444.839858
2252,444.049734
2247,445.037828
2249,444.642063
2247,445.037828
2246,445.235975
2254,443.655723
2245,445.434298
2251,444.247001
2248,444.839858
2252,444.049734
2247,445.037828
2246,445.235975
2251,444.247001
2250,444.444444
2246,445.235975
2250,444.444444
2245,445.434298
2254,443.655723
2244,445.632799
2248,444.839858
2252,444.049734
2248,444.839858
2249,444.642063
2247,445.037828
2250,444.444444
2249,444.642063
2246,445.235975
2253,443.852641
2246,445.235975
2251,444.247001
2244,445.632799
2252,444.049734
2247,445.037828
2251,444.247001
2247,445.037828
2257,443.066017
2237,447.027269
2256,443.262411
2248,444.839858
2247,445.037828
2247,445.037828
2248,444.839858
2251,444.247001
2244,445.632799
2255,443.45898
2245,445.434298
2249,444.642063
2252,444.049734
2247,445.037828
2247,445.037828
2248,444.839858
2252,444.049734
2248,444.839858
2251,444.247001
2248,444.839858
2251,444.247001
2244,445.632799
2250,444.444444
2250,444.444444
2247,445.037828
2245,445.434298
2251,444.247001
2249,444.642063
2251,444.247001
2248,444.839858
2245,445.434298
2253,443.852641
2245,445.434298
2252,444.049734
2245,445.434298
2252,444.049734
2243,445.831476
2256,443.262411
2248,444.839858
2245,445.434298
2251,444.247001
2250,444.444444
2246,445.235975
2252,444.049734
2245,445.434298
2251,444.247001
2247,445.037828
2251,444.247001
2247,445.037828
2248,444.839858
2250,444.444444
2246,445.235975
2249,444.642063
2251,444.247001
2248,444.839858
2252,444.049734
2245,445.434298
2249,444.642063
2250,444.444444
2247,445.037828
2248,444.839858
2252,444.049734
2247,445.037828
2250,444.444444
2248,444.839858
2252,444.049734
2246,445.235975
2248,444.839858
2247,445.037828
2247,445.037828
2251,444.247001
2247,445.037828
2249,444.642063
2251,444.247001
2248,444.839858
2249,444.642063
2245,445.434298
2252,444.049734
2251,444.247001
2244,445.632799
2254,443.655723
2248,444.839858
2246,445.235975
2252,444.049734
2245,445.434298
2254,443.655723
2243,445.831476
2251,444.247001
2246,445.235975
2250,444.444444
2259,442.673749
2240,446.428571
2248,444.839858
2250,444.444444
2247,445.037828
2252,444.049734
2245,445.434298
2257,443.066017
2240,446.428571
2249,444.642063
2250,444.444444
2253,443.852641
2245,445.434298
2245,445.434298
2248,444.839858
2255,443.45898
2246,445.235975
2250,444.444444
2248,444.839858
2247,445.037828
2249,444.642063
2246,445.235975
2254,443.655723
2245,445.434298
2252,444.049734
2247,445.037828
2246,445.235975
2255,443.45898
2243,445.831476
2252,444.049734
2246,445.235975
2248,444.839858
2256,443.262411
2243,445.831476
2247,445.037828
2243,445.831476
2253,443.852641
2256,443.262411
2244,445.632799
2250,444.444444
2247,445.037828
2246,445.235975
2255,443.45898
2243,445.831476
2249,444.642063
2252,444.049734
2248,444.839858
2249,444.642063
2246,445.235975
2246,445.235975
2251,444.247001
2252,444.049734
2248,444.839858
2248,444.839858
2252,444.049734
2244,445.632799
2253,443.852641
2246,445.235975
2250,444.444444
2250,444.444444
2248,444.839858
2248,444.839858
2252,444.049734
2245,445.434298
2250,444.444444
2245,445.434298
2250,444.444444
2252,444.049734
2245,445.434298
2254,443.655723
2245,445.434298
2251,444.247001
2245,445.434298
2253,443.852641
2246,445.235975
2251,444.247001
2252,444.049734
2242,446.03033
2247,445.037828
2252,444.049734
2249,444.642063
2247,445.037828
2252,444.049734
2248,444.839858
2248,444.839858
2245,445.434298
2251,444.247001
2251,444.247001
2254,443.655723
2245,445.434298
2247,445.037828
2249,444.642063
2248,444.839858
2250,444.444444
2245,445.434298
2251,444.247001
2247,445.037828
2249,444.642063
2251,444.247001
2246,445.235975
2247,445.037828
2252,444.049734
2249,444.642063
2252,444.049734
2245,445.434298
2248,444.839858
2253,443.852641
2246,445.235975
2247,445.037828
2250,444.444444
2248,444.839858
2253,443.852641
2244,445.632799
2251,444.247001
2248,444.839858
2251,444.247001
2243,445.831476
2253,443.852641
2238,446.827525
2260,442.477876
2239,446.627959
2261,442.282176
2242,446.03033
2251,444.247001
2251,444.247001
2245,445.434298
2250,444.444444
2249,444.642063
2247,445.037828
2248,444.839858
2249,444.642063
2251,444.247001
2248,444.839858
2247,445.037828
2254,443.655723
2242,446.03033
2254,443.655723
2246,445.235975
2253,443.852641
2248,444.839858
2239,446.627959
2257,443.066017
2244,445.632799
2252,444.049734
2250,444.444444
2246,445.235975
2251,444.247001
2247,445.037828
2251,444.247001
2247,445.037828
2249,444.642063
2250,444.444444
2238,446.827525
2259,442.673749
2249,444.642063
2243,445.831476
2249,444.642063
2251,444.247001
2246,445.235975
2249,444.642063
2250,444.444444
2249,444.642063
2251,444.247001
2252,444.049734
2246,445.235975
2247,445.037828
2248,444.839858
2256,443.262411
2245,445.434298
2253,443.852641
2243,445.831476
2255,443.45898
2241,446.229362
2251,444.247001
2246,445.235975
2249,444.642063
2251,444.247001
2246,445.235975
2257,443.066017
2243,445.831476
2248,444.839858
2249,444.642063
2247,445.037828
2247,445.037828
2256,443.262411
2241,446.229362
2252,444.049734
2244,445.632799
2253,443.852641
2250,444.444444
2249,444.642063
2248,444.839858
2249,444.642063
2251,444.247001
2246,445.235975
2248,444.839858
2251,444.247001
2248,444.839858
2241,446.229362
2254,443.655723
2252,444.049734
2247,445.037828
2248,444.839858
2249,444.642063
2245,445.434298
2252,444.049734
2251,444.247001
2245,445.434298
2252,444.049734
2249,444.642063
2247,445.037828
2248,444.839858
2250,444.444444
2250,444.444444
2249,444.642063
2251,444.247001
2246,445.235975
2247,445.037828
2251,444.247001
2247,445.037828
2250,444.444444
2249,444.642063
2244,445.632799
2253,443.852641
2248,444.839858
2248,444.839858
2252,444.049734
2244,445.632799
2252,444.049734
2246,445.235975
2253,443.852641
2251,444.247001
2243,445.831476
2252,444.049734
2247,445.037828
2249,444.642063
2246,445.235975
2248,444.839858
2257,443.066017
2243,445.831476
2254,443.655723
2242,446.03033
2251,444.247001
2245,445.434298
2252,444.049734
2247,445.037828
2248,444.839858
2249,444.642063
2252,444.049734
2248,444.839858
2249,444.642063
2253,443.852641
2242,446.03033
2250,444.444444
2247,445.037828
2258,442.869796
2239,446.627959
2249,444.642063
2250,444.444444
2250,444.444444
2248,444.839858
2249,444.642063
2246,445.235975
2252,444.049734
2246,445.235975
2252,444.049734
2245,445.434298
2250,444.444444
2253,443.852641
2242,446.03033
2251,444.247001
2250,444.444444
2247,445.037828
2251,444.247001
2247,445.037828
2249,444.642063
2245,445.434298
2254,443.655723
2246,445.235975
2252,444.049734
2245,445.434298
2253,443.852641
2247,445.037828
2245,445.434298
2249,444.642063
2249,444.642063
2248,444.839858
2253,443.852641
2248,444.839858
2247,445.037828
2253,443.852641
2241,446.229362
2253,443.852641
2250,444.444444
2249,444.642063
2250,444.444444
2245,445.434298
2250,444.444444
2250,444.444444
2244,445.632799
2255,443.45898
2248,444.839858
2247,445.037828
2251,444.247001
2245,445.434298
2251,444.247001
2246,445.235975
2250,444.444444
2253,443.852641
2239,446.627959
2255,443.45898
2249,444.642063
2251,444.247001
2244,445.632799
2250,444.444444
2251,444.247001
2245,445.434298
2247,445.037828
2255,443.45898
2245,445.434298
2246,445.235975
2251,444.247001
2247,445.037828
2249,444.642063
2251,444.247001
2253,443.852641
2244,445.632799
2250,444.444444
2246,445.235975
2251,444.247001
2249,444.642063
2247,445.037828
2250,444.444444
2250,444.444444
2246,445.235975
2250,444.444444
2249,444.642063
2250,444.444444
2247,445.037828
2249,444.642063
2248,444.839858
2247,445.037828
2254,443.655723
2245,445.434298
2247,445.037828
2252,444.049734
2248,444.839858
2246,445.235975
2253,443.852641
2247,445.037828
2248,444.839858
2247,445.037828
2252,444.049734
2245,445.434298
2253,443.852641
2247,445.037828
2249,444.642063
2245,445.434298
2247,445.037828
2252,444.049734
2253,443.852641
2244,445.632799
2252,444.049734
2251,444.247001
2244,445.632799
2249,444.642063
2249,444.642063
2250,444.444444
2248,444.839858
2252,444.049734
2243,445.831476
2255,443.45898
2246,445.235975
2247,445.037828
2248,444.839858
2249,444.642063
2249,444.642063
2251,444.247001
2245,445.434298
2248,444.839858
2250,444.444444
2251,444.247001
2249,444.642063
2251,444.247001
2249,444.642063
2246,445.235975
2248,444.839858
2251,444.247001
2246,445.235975
2254,443.655723
2245,445.434298
2248,444.839858
2247,445.037828
2251,444.247001
2246,445.235975
2253,443.852641
2247,445.037828
2244,445.632799
2257,443.066017
2244,445.632799
2248,444.839858
2251,444.247001
2247,445.037828
2250,444.444444
2245,445.434298
2251,444.247001
2249,444.642063
2247,445.037828
2247,445.037828
2253,443.852641
2249,444.642063
2247,445.037828
2250,444.444444
2248,444.839858
2249,444.642063
2249,444.642063
2246,445.235975
2252,444.049734
2245,445.434298
2251,444.247001
2250,444.444444
2247,445.037828
2245,445.434298
2252,444.049734
2246,445.235975
2253,443.852641
2243,445.831476
2252,444.049734
2245,445.434298
2255,443.45898
2244,445.632799
2257,443.066017
2241,446.229362
2245,445.434298
2257,443.066017
2249,444.642063
2247,445.037828
2249,444.642063
2248,444.839858
2252,444.049734
2243,445.831476
2253,443.852641
2246,445.235975
2249,444.642063
2251,444.247001
2248,444.839858
2244,445.632799
2260,442.477876
2241,446.229362
2252,444.049734
2248,444.839858
2248,444.839858
2248,444.839858
2249,444.642063
2249,444.642063
2249,444.642063
2247,445.037828
2246,445.235975
2247,445.037828
2254,443.655723
2250,444.444444
2244,445.632799
2250,444.444444
2252,444.049734
2254,443.655723
2245,445.434298
2250,444.444444
2241,446.229362
2251,444.247001
2249,444.642063
2252,444.049734
2246,445.235975
2249,444.642063
2248,444.839858
2246,445.235975
2255,443.45898
2242,446.03033
2258,442.869796
2244,445.632799
2247,445.037828
2252,444.049734
2245,445.434298
2251,444.247001
2246,445.235975
2251,444.247001
2250,444.444444
2246,445.235975
2250,444.444444
2248,444.839858
2248,444.839858
2248,444.839858
2249,444.642063
2250,444.444444
2245,445.434298
2253,443.852641
2244,445.632799
2254,443.655723
2250,444.444444
2247,445.037828
2250,444.444444
2245,445.434298
2248,444.839858
2252,444.049734
2245,445.434298
2252,444.049734
2244,445.632799
2255,443.45898
2249,444.642063
2246,445.235975
2250,444.444444
2247,445.037828
2253,443.852641
2246,445.235975
2245,445.434298
2252,444.049734
2248,444.839858
2251,444.247001
2250,444.444444
2242,446.03033
2253,443.852641
2249,444.642063
2248,444.839858
2247,445.037828
2249,444.642063
2251,444.247001
2249,444.642063
2248,444.839858
2246,445.235975
2250,444.444444
2248,444.839858
2247,445.037828
2251,444.247001
2255,443.45898
2246,445.235975
2248,444.839858
2243,445.831476
2255,443.45898
2247,445.037828
2249,444.642063
2250,444.444444
2244,445.632799
2253,443.852641
2246,445.235975
2249,444.642063
2252,444.049734
2245,445.434298
2252,444.049734
2244,445.632799
2251,444.247001
2250,444.444444
2246,445.235975
2252,444.049734
2246,445.235975
2248,444.839858
2249,444.642063
2245,445.434298
2251,444.247001
2249,444.642063
2253,443.852641
2246,445.235975
2249,444.642063
2253,443.852641
2244,445.632799
2248,444.839858
2246,445.235975
2249,444.642063
2251,444.247001
2248,444.839858
2251,444.247001
2248,444.839858
2246,445.235975
2254,443.655723
2244,445.632799
2254,443.655723
2247,445.037828
2249,444.642063
2247,445.037828
2246,445.235975
2249,444.642063
2251,444.247001
2251,444.247001
2246,445.235975
2248,444.839858
2247,445.037828
2253,443.852641
2248,444.839858
2246,445.235975
2248,444.839858
2249,444.642063
2251,444.247001
2248,444.839858
2251,444.247001
2244,445.632799
2252,444.049734
2251,444.247001
2244,445.632799
2253,443.852641
2244,445.632799
2252,444.049734
2247,445.037828
2249,444.642063
2248,444.839858
2251,444.247001
2248,444.839858
2248,444.839858
2248,444.839858
2255,443.45898
2249,444.642063
2249,444.642063
2248,444.839858
2245,445.434298
2249,444.642063
2249,444.642063
2249,444.642063
2247,445.037828
2250,444.444444
2257,443.066017
2240,446.428571
2249,444.642063
2250,444.444444
2244,445.632799
2256,443.262411
2245,445.434298
2246,445.235975
2252,444.049734
2248,444.839858
2245,445.434298
2251,444.247001
2252,444.049734
2246,445.235975
2249,444.642063
2247,445.037828
2251,444.247001
2247,445.037828
2249,444.642063
2250,444.444444
2247,445.037828
2249,444.642063
2252,444.049734
2246,445.235975
2250,444.444444
2245,445.434298
2251,444.247001
2247,445.037828
2252,444.049734
2249,444.642063
2246,445.235975
2248,444.839858
2255,443.45898
2244,445.632799
2252,444.049734
2247,445.037828
2247,445.037828
2248,444.839858
2248,444.839858
2250,444.444444
2250,444.444444
2247,445.037828
2249,444.642063
2252,444.049734
2242,446.03033
2249,444.642063
2250,444.444444
2250,444.444444
2247,445.037828
2254,443.655723
2245,445.434298
2249,444.642063
2250,444.444444
2251,444.247001
2245,445.434298
2250,444.444444
2249,444.642063
2250,444.444444
2249,444.642063
2252,444.049734
2243,445.831476
2248,444.839858
2252,444.049734
2246,445.235975
2252,444.049734
2248,444.839858
2249,444.642063
2249,444.642063
2249,444.642063
2247,445.037828
2253,443.852641
2246,445.235975
2245,445.434298
2251,444.247001
2249,444.642063
2249,444.642063
2247,445.037828
2249,444.642063
2248,444.839858
2251,444.247001
2248,444.839858
2249,444.642063
2252,444.049734
2244,445.632799
2252,444.049734
2246,445.235975
2250,444.444444
2247,445.037828
2249,444.642063
2245,445.434298
2253,443.852641
2246,445.235975
2249,444.642063
2253,443.852641
2242,446.03033
2252,444.049734
2248,444.839858
2250,444.444444
2247,445.037828
2249,444.642063
2249,444.642063
2252,444.049734
2245,445.434298
2252,444.049734
2246,445.235975
2249,444.642063
2245,445.434298
2251,444.247001
2252,444.049734
2244,445.632799
2251,444.247001
2244,445.632799
2256,443.262411
2247,445.037828
2248,444.839858
2249,444.642063
2251,444.247001
2248,444.839858
2247,445.037828
2251,444.247001
2244,445.632799
2249,444.642063
2250,444.444444
2248,444.839858
2254,443.655723
2246,445.235975
2251,444.247001
2247,445.037828
2248,444.839858
2249,444.642063
2248,444.839858
2252,444.049734
2245,445.434298
2248,444.839858
2250,444.444444
2249,444.642063
2250,444.444444
2247,445.037828
2250,444.444444
2250,444.444444
2248,444.839858
2245,445.434298
2252,444.049734
2247,445.037828
2248,444.839858
2253,443.852641
2242,446.03033
2254,443.655723
2246,445.235975
2248,444.839858
2252,444.049734
2254,443.655723
2241,446.229362
2250,444.444444
2250,444.444444
2245,445.434298
2250,444.444444
2249,444.642063
2248,444.839858
2251,444.247001
2248,444.839858
2248,444.839858
2247,445.037828
2250,444.444444
2252,444.049734
2246,445.235975
2249,444.642063
2246,445.235975
2250,444.444444
2253,443.852641
2243,445.831476
2249,444.642063
2249,444.642063
2249,444.642063
2253,443.852641
2247,445.037828
2249,444.642063
2248,444.839858
2250,444.444444
2243,445.831476
2252,444.049734
2251,444.247001
2244,445.632799
2251,444.247001
2247,445.037828
2247,445.037828
2252,444.049734
2248,444.839858
2250,444.444444
2247,445.037828
2251,444.247001
2237,447.027269
2259,442.673749
2252,444.049734
2241,446.229362
2251,444.247001
2250,444.444444
2248,444.839858
2252,444.049734
2248,444.839858
2253,443.852641
2244,445.632799
2249,444.642063
2252,444.049734
2244,445.632799
2250,444.444444
2249,444.642063
2249,444.642063
2248,444.839858
2249,444.642063
